Auxiliary_LAEstab,Auxiliary_CensusYear,Geography_Region,Geography_LA,Geography_LAD,Geography_LSOA,Feature_SelectiveSchool,Spend_Income_Total,Spend_Expenditure_Total,Spend_Expenditure_TeachingStaff_Perc,Spend_Expenditure_SupplyTeachers_Perc,Spend_Expenditure_EducationSupportStaff_Perc,Spend_Expenditure_OtherStaff_Perc,Pupils_FTE,PT_KS4_Entry_EBacc_All_Perc,PT_KS4_Entry_EBacc_E_Perc,PT_KS4_Entry_EBacc_M_Perc,PT_KS4_Entry_EBacc_S_Perc,PT_KS4_Entry_EBacc_H_Perc,PT_KS4_Entry_EBacc_L_Perc,PT_KS4_Posterior_5AC_EM_Perc,PT_KS4_Posterior_EBacc_All_Perc,PT_KS4_Posterior_EBacc_E_Perc,PT_KS4_Posterior_EBacc_M_Perc,PT_KS4_Posterior_EBacc_S_Perc,PT_KS4_Posterior_EBacc_H_Perc,PT_KS4_Posterior_EBacc_L_Perc,PT_KS4_VA_EBacc_E,PT_KS4_VA_EBacc_M,PT_KS4_VA_EBacc_S,PT_KS4_VA_EBacc_H,PT_KS4_VA_EBacc_L,Ofsted_OverallEffectiveness,Workforce_Teachers_AverageAge,Workforce_SeniorLeaders_AverageAge,Workforce_MiddleLeaders_AverageAge,Workforce_ClassroomTeachers_AverageAge,Outflow_Retired_HC,Shortage_TFP_FT,Shortage_TFP_PT,Shortage_TFP_All,Shortage_Vacancies_FT,Shortage_Vacancies_PT,Shortage_Vacancies_All,Shortage_All_Head,Shortage_All_DeputyHeads,Shortage_All_AssistantHeads,Shortage_All_ClassroomTeachers,Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most depriv,Index of Multiple Deprivation (IMD) Decile (where 1 is most depr,Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),Education, Skills and Training Score,Education, Skills and Training Rank (where 1 is most deprived),Education, Skills and Training Decile (where 1 is most deprived ,Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived,Health Deprivation and Disability Decile (where 1 is most depriv,Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprive,Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where ,Income Deprivation Affecting Children Index (IDACI) Decile (wher,Children and Young People Sub-domain Score,Children and Young People Sub-domain Rank (where 1 is most depri,Children and Young People Sub-domain Decile (where 1 is most dep,Adult Skills Sub-domain Score,Adult Skills Sub-domain Rank (where 1 is most deprived),Adult Skills Sub-domain Decile (where 1 is most deprived 10% of ,Geographical Barriers Sub-domain Score,Geographical Barriers Sub-domain Rank (where 1 is most deprived),Geographical Barriers Sub-domain Decile (where 1 is most deprive,Wider Barriers Sub-domain Score,Wider Barriers Sub-domain Rank (where 1 is most deprived),Wider Barriers Sub-domain Decile (where 1 is most deprived 10% o,Indoors Sub-domain Score,Indoors Sub-domain Rank (where 1 is most deprived),Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs,Outdoors Sub-domain Score,Outdoors Sub-domain Rank (where 1 is most deprived),Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOA,auth_absence_percent,unauth_absence_percent,overall_absence_percent,meansalary,mediansalary,Jobs (1000s),Median,Mean,RESIDENT,HIGH_MANAGE,LOW_MANAGE,INTERMED,SMALL_EMP,LOW_SUP,SEMI_ROUTINE,ROUTINE,UNEMP,N/C,TrustSchoolFlag (name)
2024000,2013,Inner London,Camden,Camden,Camden 017C,0,11049,11641,0.42,0.04,0.08,NULL,535,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3 Requires Improvement,35.5,43.4,35.3,33.4,0,0,0,0,0,0,0,0,0,0,0,12.022,21779,7,0.088,20280,7,0.03,31800,10,6.193,26000,8,-0.978,28369,9,-0.158,18970,6,17.468,19952,7,54.33,1550,1,0.131,17947,6,-0.251,20248,7,0.146,30820,10,-0.576,25221,8,1.378,9021,3,1.031,3915,2,1.621,1203,1,3,0.2,3.1,44381.9024507807,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Supported by a single-academy trust
2024104,2010,Inner London,Camden,Camden,Camden 012B,0,8040,7957,0.59,0.03,0.07,0.01,1280,0.12,0.96,0.95,0.62,0.38,0.4,0.5,0.07,0.63,0.6,0.58,0.41,0.59,999.4,999.5,997.5,998.8,1000,2 Good,36.7,44.6,38.3,35.3,0,0,0,0,0,0,0,0,0,0,0,38.939,4816,2,0.329,2382,1,0.2,5033,2,17.405,15583,5,0.801,6095,2,0.211,13290,5,33.882,4518,2,36.226,6053,2,0.467,1291,1,0.021,15893,5,0.313,14503,5,-0.367,22147,7,4.014,2147,1,0.269,12568,4,1.503,1505,1,NULL,NULL,NULL,45189.0734055118,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,NULL
2024285,2010,Inner London,Camden,Camden,Camden 003E,0,7359,7206,0.6,0.01,0.11,0.02,1252,0.27,1,1,0.66,0.67,0.45,0.64,0.23,0.75,0.72,0.77,0.71,0.87,1002.7,1001.9,1000.9,1003.1,1006.9,2 Good,37.5,47.3,37.3,35.9,0,0,0,0,0,0,0,0,0,0,0,26.122,10216,4,0.192,8885,3,0.143,9773,3,5.575,26684,9,0.618,8035,3,0.594,7756,3,20.246,16482,6,40.714,4506,2,0.264,8502,3,-0.479,23583,8,0.19,27965,9,-0.954,29355,9,2.245,5963,2,0.446,10055,4,1.611,1226,1,NULL,NULL,NULL,45189.0734055118,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,NULL
2024285,2013,Inner London,Camden,Camden,Camden 003E,0,8173,7925,0.57,0.02,0.12,0.02,1177,0.57,0.99,0.99,0.9,0.72,0.72,0.57,0.34,0.66,0.69,0.64,0.64,0.71,998.2,997.8,999,999.3,1002.3,3 Requires Improvement,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.122,10216,4,0.192,8885,3,0.143,9773,3,5.575,26684,9,0.618,8035,3,0.594,7756,3,20.246,16482,6,40.714,4506,2,0.264,8502,3,-0.479,23583,8,0.19,27965,9,-0.954,29355,9,2.245,5963,2,0.446,10055,4,1.611,1226,1,5.9,1,6.9,44381.9024507807,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2024104,2012,Inner London,Camden,Camden,Camden 012B,0,8968,8994,0.6,0.02,0.07,0.01,1200,0.06,0.97,0.98,0.39,0.33,0.23,0.58,0.03,0.71,0.67,0.94,0.45,0.7,1000.4,1001.2,1004,998.7,1003.6,2 Good,37.5,46.6,41.6,35.5,1,0,0,0,0,0,0,0,0,0,0,38.939,4816,2,0.329,2382,1,0.2,5033,2,17.405,15583,5,0.801,6095,2,0.211,13290,5,33.882,4518,2,36.226,6053,2,0.467,1291,1,0.021,15893,5,0.313,14503,5,-0.367,22147,7,4.014,2147,1,0.269,12568,4,1.503,1505,1,4.183395054,1.491273275,5.674668329,44241.4391348601,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2024104,2015,Inner London,Camden,Camden,Camden 012B,0,NULL,NULL,NULL,NULL,NULL,NULL,1227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2 Good,38.4,50.7,43.3,36.6,NULL,8,0,8,0,0,0,0,0,0,8,38.939,4816,2,0.329,2382,1,0.2,5033,2,17.405,15583,5,0.801,6095,2,0.211,13290,5,33.882,4518,2,36.226,6053,2,0.467,1291,1,0.021,15893,5,0.313,14503,5,-0.367,22147,7,4.014,2147,1,0.269,12568,4,1.503,1505,1,3.8,2.1,5.9,44758.0133516484,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2024196,2010,Inner London,Camden,Camden,Camden 022A,0,9816,9737,0.53,0.03,0.12,0.01,815,0.09,0.98,0.98,0.44,0.74,0.26,0.49,0.03,0.6,0.64,0.5,0.52,0.47,1002.4,1003.3,1002.3,1002.6,996.7,3 Requires Improvement,38.4,40.4,37.6,38.5,4,0,0,0,0,0,0,0,0,0,0,39.809,4561,2,0.285,3908,2,0.181,6342,2,22.763,12050,4,0.972,4630,2,0.992,3439,2,31.388,5916,2,39.95,4736,2,0.466,1314,1,0.084,14878,5,0.363,9563,3,-0.853,28457,9,4.071,2072,1,0.227,13155,5,1.896,660,1,NULL,NULL,NULL,45189.0734055118,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,NULL
2024275,2013,Inner London,Camden,Camden,Camden 005A,0,7999,7578,0.51,0.01,0.14,0.02,1259,0.52,0.96,0.96,0.79,0.67,0.61,0.53,0.27,0.62,0.73,0.72,0.61,0.64,998.5,1002,1001.8,1000,1001.8,2 Good,35.2,42.6,35.3,33.8,0,0,0,0,0,0,0,0,0,0,0,17.105,16657,6,0.131,14418,5,0.097,16274,5,3.235,29520,9,-0.563,24057,8,0.938,3941,2,18.68,18460,6,27.856,9767,3,0.159,15524,5,-0.683,26250,8,0.144,30895,10,-0.377,22287,7,1.339,9174,3,-0.321,21111,7,1.451,1669,1,4.2,1.6,5.8,44381.9024507807,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2024104,2013,Inner London,Camden,Camden,Camden 012B,0,8900,9080,0.61,0.02,0.06,0.02,1225,0.16,0.92,0.99,0.39,0.46,0.36,0.54,0.1,0.7,0.65,0.94,0.6,0.64,999.7,1000.5,1001.6,999.9,1001.1,2 Good,37.6,47.6,42,35.7,0,0,0,0,0,0,0,0,0,0,0,38.939,4816,2,0.329,2382,1,0.2,5033,2,17.405,15583,5,0.801,6095,2,0.211,13290,5,33.882,4518,2,36.226,6053,2,0.467,1291,1,0.021,15893,5,0.313,14503,5,-0.367,22147,7,4.014,2147,1,0.269,12568,4,1.503,1505,1,4.1,2,6.1,44381.9024507807,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
2024196,2011,Inner London,Camden,Camden,Camden 022A,0,9973,9395,0.52,0.02,0.13,0.03,847,0.02,0.97,0.97,0.31,0.67,0.16,0.62,0.01,0.72,0.7,0.78,0.57,0.89,1003.6,1002.3,1003.3,1002.3,NULL,3 Requires Improvement,38.5,41.8,36.5,39,5,0,0,0,0,0,0,0,0,0,0,39.809,4561,2,0.285,3908,2,0.181,6342,2,22.763,12050,4,0.972,4630,2,0.992,3439,2,31.388,5916,2,39.95,4736,2,0.466,1314,1,0.084,14878,5,0.363,9563,3,-0.853,28457,9,4.071,2072,1,0.227,13155,5,1.896,660,1,6.3,1.2,7.4,45171.0411493462,15829.48,NULL,NULL,NULL,212443,46898,59293,16962,21033,10222,17167,12974,15341,12553,Not applicable
